Gender,Age,Age25,Race,Offense,Recid,Type,Days
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,319
M,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,320
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,321
F,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,321
F,35-44,Over 25,White-NonHispanic,Felony,Yes,Tech,322
M,25-34,Over 25,White-NonHispanic,Misdemeanor,Yes,New,323
M,45-54,Over 25,White-NonHispanic,Felony,Yes,Tech,323
M,45-54,Over 25,White-NonHispanic,Felony,Yes,New,324
M,35-44,Over 25,Black-NonHispanic,Misdemeanor,Yes,New,324
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,325
M,55 and Older,Over 25,White-NonHispanic,Misdemeanor,Yes,New,326
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,New,328
M,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,328
M,25-34,Over 25,White-NonHispanic,Misdemeanor,Yes,New,329
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,329
F,25-34,Over 25,White-NonHispanic,Felony,Yes,New,330
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,330
M,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,331
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,332
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,New,332
M,45-54,Over 25,White-NonHispanic,Felony,Yes,New,332
M,25-34,Over 25,White-Hispanic,Felony,Yes,Tech,332
M,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,332
M,45-54,Over 25,Black-NonHispanic,Felony,Yes,New,334
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,335
M,35-44,Over 25,White-Hispanic,Felony,Yes,New,336
M,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,336
M,35-44,Over 25,Black-NonHispanic,Misdemeanor,Yes,Tech,336
M,Under 25,Under 25,Black-NonHispanic,Felony,Yes,Tech,336
M,35-44,Over 25,White-NonHispanic,Felony,Yes,Tech,336
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,Tech,338
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,341
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,New,341
M,25-34,Over 25,American Indian or Alaska Native-NonHispanic,Felony,Yes,Tech,341
F,45-54,Over 25,White-NonHispanic,Felony,Yes,Tech,341
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,Yes,Tech,341
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,342
M,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,342
M,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,343
M,Under 25,Under 25,Black-NonHispanic,Felony,Yes,Tech,343
M,35-44,Over 25,White-NonHispanic,Misdemeanor,Yes,New,344
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,Tech,344
F,25-34,Over 25,Black-NonHispanic,Felony,Yes,New,345
M,35-44,Over 25,White-NonHispanic,Misdemeanor,Yes,New,345
F,55 and Older,Over 25,White-NonHispanic,Felony,Yes,New,346
M,55 and Older,Over 25,Black-NonHispanic,Felony,Yes,New,346
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,347
M,25-34,Over 25,White-NonHispanic,Misdemeanor,Yes,New,348
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,348
M,Under 25,Under 25,Black-NonHispanic,Felony,Yes,Tech,348
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,349
F,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,349
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,350
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,New,350
F,45-54,Over 25,Black-NonHispanic,Felony,Yes,Tech,350
M,35-44,Over 25,White-NonHispanic,Felony,Yes,Tech,351
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,352
M,35-44,Over 25,Black-NonHispanic,Felony,Yes,New,353
M,45-54,Over 25,White-NonHispanic,Misdemeanor,Yes,New,353
M,35-44,Over 25,Black-NonHispanic,Felony,Yes,New,355
M,55 and Older,Over 25,White-NonHispanic,Felony,Yes,New,358
M,25-34,Over 25,White-NonHispanic,Misdemeanor,Yes,New,359
M,35-44,Over 25,Asian or Pacific Islander-NonHispanic,Felony,Yes,Tech,359
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,360
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,360
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,New,360
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,Tech,360
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,362
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,362
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,Tech,362
F,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,363
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,364
M,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,364
M,25-34,Over 25,White-NonHispanic,Misdemeanor,Yes,New,366
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,366
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,New,370
M,Under 25,Under 25,Black-NonHispanic,Felony,Yes,New,370
F,35-44,Over 25,White-NonHispanic,Felony,Yes,New,370
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,New,371
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,New,371
M,35-44,Over 25,Black-NonHispanic,Misdemeanor,Yes,New,371
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,372
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,372
M,25-34,Over 25,White-NonHispanic,Misdemeanor,Yes,New,372
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,372
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,373
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,373
M,Under 25,Under 25,Black-NonHispanic,Felony,Yes,New,374
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,375
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,Yes,New,376
F,25-34,Over 25,White-NonHispanic,Felony,Yes,New,377
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,377
M,45-54,Over 25,White-NonHispanic,Felony,Yes,New,377
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,New,378
M,35-44,Over 25,White-NonHispanic,Felony,Yes,Tech,378
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,379
M,35-44,Over 25,Black-NonHispanic,Misdemeanor,Yes,New,379
M,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,380
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,382
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,382
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,383
M,35-44,Over 25,Black-NonHispanic,Felony,Yes,Tech,384
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,Tech,384
F,45-54,Over 25,White-NonHispanic,Felony,Yes,New,385
M,35-44,Over 25,White-NonHispanic,Felony,Yes,Tech,385
M,Under 25,Under 25,Black-NonHispanic,Misdemeanor,Yes,New,386
M,35-44,Over 25,White-NonHispanic,Misdemeanor,Yes,New,386
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,Tech,386
M,Under 25,Under 25,Black-NonHispanic,Felony,Yes,New,387
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,New,387
M,35-44,Over 25,Black-NonHispanic,Felony,Yes,New,388
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,388
M,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,390
M,45-54,Over 25,White-NonHispanic,Felony,Yes,New,391
M,25-34,Over 25,Black-NonHispanic,Misdemeanor,Yes,New,391
M,25-34,Over 25,American Indian or Alaska Native-NonHispanic,Felony,Yes,New,392
M,45-54,Over 25,White-NonHispanic,Felony,Yes,New,392
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,New,393
M,35-44,Over 25,Black-NonHispanic,Felony,Yes,New,393
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,Tech,393
F,35-44,Over 25,White-NonHispanic,Felony,Yes,Tech,393
M,25-34,Over 25,Black-NonHispanic,Misdemeanor,Yes,New,394
M,Under 25,Under 25,White-Hispanic,Felony,Yes,Tech,394
M,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,394
M,45-54,Over 25,White-NonHispanic,Felony,Yes,New,395
M,35-44,Over 25,Black-NonHispanic,Misdemeanor,Yes,New,396
M,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,397
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,New,399
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,New,399
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,400
M,35-44,Over 25,White-NonHispanic,Felony,Yes,Tech,400
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,New,401
M,35-44,Over 25,Black-NonHispanic,Felony,Yes,Tech,401
F,25-34,Over 25,White-NonHispanic,Felony,Yes,New,402
M,25-34,Over 25,White-Hispanic,Felony,Yes,Tech,402
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,New,403
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,404
M,35-44,Over 25,American Indian or Alaska Native-NonHispanic,Felony,Yes,New,405
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,405
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,Tech,405
M,Under 25,Under 25,White-Hispanic,Felony,Yes,New,406
M,Under 25,Under 25,White-Hispanic,Felony,Yes,New,406
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,406
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,Tech,406
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,407
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,Tech,407
M,45-54,Over 25,White-NonHispanic,Misdemeanor,Yes,Tech,407
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,408
M,35-44,Over 25,Black-NonHispanic,Felony,Yes,New,409
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,Tech,409
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,New,410
M,45-54,Over 25,White-NonHispanic,Misdemeanor,Yes,New,411
M,55 and Older,Over 25,White-NonHispanic,Felony,Yes,New,411
M,45-54,Over 25,White-NonHispanic,Misdemeanor,Yes,New,411
M,25-34,Over 25,White-NonHispanic,Misdemeanor,Yes,New,412
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,412
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,412
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,412
M,35-44,Over 25,Black-NonHispanic,Felony,Yes,New,414
M,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,414
M,Under 25,Under 25,Black-NonHispanic,Felony,Yes,New,419
F,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,420
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,Tech,420
M,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,775
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,421
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,422
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,424
F,45-54,Over 25,Black-NonHispanic,Felony,Yes,New,425
M,45-54,Over 25,White-NonHispanic,Felony,Yes,Tech,425
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,New,426
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,426
M,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,426
M,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,427
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,430
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,Yes,New,430
M,25-34,Over 25,Black-NonHispanic,Misdemeanor,Yes,New,431
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,Tech,431
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,New,433
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,434
M,55 and Older,Over 25,Asian or Pacific Islander-NonHispanic,Felony,Yes,New,434
M,35-44,Over 25,White-NonHispanic,Felony,Yes,Tech,435
M,25-34,Over 25,White-NonHispanic,Misdemeanor,Yes,New,438
F,25-34,Over 25,Black-NonHispanic,Felony,Yes,New,440
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,New,440
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,441
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,442
F,25-34,Over 25,Black-NonHispanic,Felony,Yes,New,442
M,45-54,Over 25,White-NonHispanic,Felony,Yes,Tech,442
M,35-44,Over 25,Black-NonHispanic,Misdemeanor,Yes,New,446
M,35-44,Over 25,Black-NonHispanic,Felony,Yes,New,447
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,Yes,Tech,447
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,Tech,448
M,45-54,Over 25,White-NonHispanic,Felony,Yes,Tech,448
M,45-54,Over 25,White-NonHispanic,Felony,Yes,New,449
M,25-34,Over 25,Asian or Pacific Islander-NonHispanic,Felony,Yes,New,449
M,Under 25,Under 25,Black-NonHispanic,Felony,Yes,New,449
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,Yes,New,449
M,25-34,Over 25,White-Hispanic,Felony,Yes,Tech,449
F,35-44,Over 25,Black-NonHispanic,Felony,Yes,Tech,453
M,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,453
M,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,453
M,55 and Older,Over 25,Black-NonHispanic,Felony,Yes,New,455
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,455
M,45-54,Over 25,White-NonHispanic,Felony,Yes,Tech,456
M,45-54,Over 25,White-NonHispanic,Felony,Yes,Tech,456
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,New,457
F,35-44,Over 25,Black-NonHispanic,Misdemeanor,Yes,New,458
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,459
M,25-34,Over 25,Black-NonHispanic,Misdemeanor,Yes,New,459
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,Tech,460
M,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,462
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,463
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,New,463
M,45-54,Over 25,White-NonHispanic,Felony,Yes,New,464
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,466
M,25-34,Over 25,Black-NonHispanic,Misdemeanor,Yes,New,466
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,New,466
M,25-34,Over 25,White-NonHispanic,Misdemeanor,Yes,New,467
M,Under 25,Under 25,Black-NonHispanic,Felony,Yes,Tech,467
M,45-54,Over 25,White-NonHispanic,Misdemeanor,Yes,New,468
M,45-54,Over 25,White-NonHispanic,Felony,Yes,New,469
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,470
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,470
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,Tech,471
M,35-44,Over 25,White-NonHispanic,Felony,Yes,Tech,472
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,New,473
M,25-34,Over 25,Black-NonHispanic,Misdemeanor,Yes,New,473
M,35-44,Over 25,White-NonHispanic,Misdemeanor,Yes,New,473
M,45-54,Over 25,Black-NonHispanic,Felony,Yes,New,474
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,474
M,45-54,Over 25,Black-NonHispanic,Felony,Yes,New,474
M,35-44,Over 25,Black-NonHispanic,Misdemeanor,Yes,New,477
M,35-44,Over 25,White-NonHispanic,Misdemeanor,Yes,New,477
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,Tech,477
M,25-34,Over 25,American Indian or Alaska Native-NonHispanic,Felony,Yes,New,482
F,55 and Older,Over 25,White-NonHispanic,Felony,Yes,Tech,485
M,25-34,Over 25,White-NonHispanic,Misdemeanor,Yes,New,486
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,Tech,486
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,490
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,New,490
M,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,491
M,35-44,Over 25,Black-NonHispanic,Felony,Yes,New,492
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,Yes,New,492
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,Tech,492
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,494
F,35-44,Over 25,White-NonHispanic,Felony,Yes,New,494
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,New,494
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,494
M,25-34,Over 25,White-Hispanic,Felony,Yes,New,495
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,New,497
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,497
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,New,497
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,497
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,New,498
M,35-44,Over 25,White-NonHispanic,Misdemeanor,Yes,Tech,498
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,500
M,35-44,Over 25,White-NonHispanic,Misdemeanor,Yes,New,503
M,45-54,Over 25,White-NonHispanic,Felony,Yes,New,504
M,Under 25,Under 25,Black-NonHispanic,Felony,Yes,New,504
F,45-54,Over 25,White-NonHispanic,Felony,Yes,Tech,507
F,45-54,Over 25,White-NonHispanic,Misdemeanor,Yes,New,509
M,35-44,Over 25,Black-NonHispanic,Misdemeanor,Yes,New,510
M,25-34,Over 25,White-Hispanic,Felony,Yes,Tech,511
M,35-44,Over 25,White-NonHispanic,Felony,Yes,Tech,511
M,35-44,Over 25,White-NonHispanic,Misdemeanor,Yes,New,512
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,513
M,35-44,Over 25,Black-NonHispanic,Felony,Yes,Tech,513
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,New,514
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,New,515
M,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,515
M,35-44,Over 25,White-NonHispanic,Felony,Yes,Tech,516
M,35-44,Over 25,Black-NonHispanic,Felony,Yes,New,518
M,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,519
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,New,520
M,45-54,Over 25,White-NonHispanic,Felony,Yes,Tech,520
M,35-44,Over 25,White-NonHispanic,Felony,Yes,Tech,522
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,523
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,525
M,Under 25,Under 25,American Indian or Alaska Native-NonHispanic,Felony,Yes,New,527
F,35-44,Over 25,Black-NonHispanic,Felony,Yes,New,528
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,530
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,Yes,New,530
M,35-44,Over 25,Black-NonHispanic,Misdemeanor,Yes,New,530
M,25-34,Over 25,White-NonHispanic,Misdemeanor,Yes,Tech,530
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,New,531
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,Tech,531
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,532
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,Tech,532
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,534
M,Under 25,Under 25,Black-NonHispanic,Felony,Yes,Tech,535
M,25-34,Over 25,White-NonHispanic,Misdemeanor,Yes,New,537
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,540
M,Under 25,Under 25,Black-NonHispanic,Felony,Yes,Tech,540
F,Under 25,Under 25,Asian or Pacific Islander-NonHispanic,Felony,Yes,Tech,540
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,New,541
M,Under 25,Under 25,Black-NonHispanic,Felony,Yes,New,541
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,542
M,Under 25,Under 25,White-Hispanic,Misdemeanor,Yes,New,543
M,45-54,Over 25,White-NonHispanic,Felony,Yes,Tech,545
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,546
M,25-34,Over 25,White-NonHispanic,Misdemeanor,Yes,New,547
M,25-34,Over 25,White-NonHispanic,Misdemeanor,Yes,New,547
M,35-44,Over 25,White-Hispanic,Felony,Yes,New,547
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,Tech,547
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,Tech,547
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,New,548
F,45-54,Over 25,Black-NonHispanic,Misdemeanor,Yes,New,552
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,New,555
M,25-34,Over 25,White-Hispanic,Felony,Yes,New,555
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,555
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,Yes,New,555
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,556
M,45-54,Over 25,Black-NonHispanic,Felony,Yes,New,557
M,35-44,Over 25,White-NonHispanic,Felony,Yes,Tech,558
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,560
M,35-44,Over 25,Black-NonHispanic,Misdemeanor,Yes,New,561
M,25-34,Over 25,White-NonHispanic,Misdemeanor,Yes,New,561
M,25-34,Over 25,White-Hispanic,Felony,Yes,New,561
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,562
M,25-34,Over 25,White-Hispanic,Felony,Yes,Tech,563
M,55 and Older,Over 25,White-Hispanic,Misdemeanor,Yes,New,564
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,Yes,New,564
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,New,570
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,New,573
M,25-34,Over 25,Black-NonHispanic,Misdemeanor,Yes,New,573
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,New,574
F,Under 25,Under 25,White-NonHispanic,Felony,Yes,Tech,574
M,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,574
M,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,575
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,Tech,577
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,579
M,45-54,Over 25,White-NonHispanic,Felony,Yes,New,579
M,55 and Older,Over 25,White-NonHispanic,Misdemeanor,Yes,New,580
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,Tech,580
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,582
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,582
F,35-44,Over 25,White-NonHispanic,Felony,Yes,Tech,582
M,45-54,Over 25,White-NonHispanic,Misdemeanor,Yes,New,583
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,New,584
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,584
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,585
F,35-44,Over 25,White-NonHispanic,Felony,Yes,Tech,585
M,35-44,Over 25,Black-NonHispanic,Felony,Yes,Tech,585
M,Under 25,Under 25,Black-NonHispanic,Felony,Yes,New,586
M,25-34,Over 25,Black-NonHispanic,Misdemeanor,Yes,New,589
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,New,590
M,25-34,Over 25,White-NonHispanic,Misdemeanor,Yes,New,590
F,55 and Older,Over 25,White-NonHispanic,Felony,Yes,New,593
M,45-54,Over 25,White-NonHispanic,Felony,Yes,New,595
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,New,595
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,595
F,35-44,Over 25,White-NonHispanic,Felony,Yes,Tech,598
M,55 and Older,Over 25,White-NonHispanic,Misdemeanor,Yes,New,600
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,600
M,45-54,Over 25,Black-NonHispanic,Felony,Yes,New,602
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,603
M,35-44,Over 25,Black-NonHispanic,Felony,Yes,Tech,828
M,35-44,Over 25,Black-NonHispanic,Felony,Yes,New,604
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,605
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,Tech,606
M,35-44,Over 25,Black-NonHispanic,Felony,Yes,New,607
M,45-54,Over 25,White-NonHispanic,Felony,Yes,New,607
F,35-44,Over 25,White-NonHispanic,Felony,Yes,New,608
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,New,608
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,New,612
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,613
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,613
M,25-34,Over 25,White-NonHispanic,Misdemeanor,Yes,Tech,613
M,45-54,Over 25,White-NonHispanic,Misdemeanor,Yes,New,614
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,614
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,New,616
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,617
M,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,617
M,45-54,Over 25,American Indian or Alaska Native-NonHispanic,Misdemeanor,Yes,New,619
M,25-34,Over 25,White-NonHispanic,Misdemeanor,Yes,New,620
M,Under 25,Under 25,White-NonHispanic,Felony,Yes,Tech,621
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,624
M,35-44,Over 25,Black-NonHispanic,Felony,Yes,New,624
M,25-34,Over 25,Black-NonHispanic,Felony,Yes,New,624
M,45-54,Over 25,White-NonHispanic,Misdemeanor,Yes,New,625
M,35-44,Over 25,White-NonHispanic,Felony,Yes,New,628
M,25-34,Over 25,White-NonHispanic,Felony,Yes,New,629
F,25-34,Over 25,White-NonHispanic,Felony,Yes,Tech,629
M,35-44,Over 25,White-NonHispanic,Misdemeanor,Yes,New,630
F,25-34,Over 25,Black-NonHispanic,Misdemeanor,Yes,New,631
M,25-34,Over 25,White-Hispanic,Felony,Yes,Tech,631
M,35-44,Over 25,White-NonHispanic,Felony,Yes,Tech,631
M,25-34,Over 25,Black-NonHispanic,Misdemeanor,Yes,New,632
