breakfast,tea.time,evening,lunch,dinner,always,home,work,tearoom,friends,resto,pub,Tea,How,sugar,how,where,price,age,sex,SPC,Sport,age_Q,frequency,escape.exoticism,spirituality,healthy,diuretic,friendliness,iron.absorption,feminine,sophisticated,slimming,exciting,relaxing,effect.on.health
breakfast,tea time,evening,Not.lunch,Not.dinner,always,home,Not.work,tearoom,friends,Not.resto,pub,Earl Grey,alone,No.sugar,tea bag+unpackaged,chain store+tea shop,p_variable,20,F,student,sportsman,15-24,+2/day,Not.escape-exoticism,spirituality,Not.healthy,diuretic,friendliness,Not.iron absorption,Not.feminine,sophisticated,No.slimming,No.exciting,relaxing,effect on health
Not.breakfast,tea time,Not.evening,Not.lunch,Not.dinner,Not.always,home,work,Not.tearoom,friends,Not.resto,Not.pub,black,lemon,sugar,tea bag,chain store,p_variable,37,F,other worker,Not.sportsman,35-44,1 to 2/week,Not.escape-exoticism,Not.spirituality,healthy,diuretic,friendliness,Not.iron absorption,feminine,sophisticated,No.slimming,exciting,relaxing,No.effect on health
breakfast,Not.tea time,Not.evening,Not.lunch,Not.dinner,Not.always,home,Not.work,Not.tearoom,friends,Not.resto,Not.pub,Earl Grey,alone,sugar,tea bag,chain store,p_branded,26,M,senior,Not.sportsman,25-34,1/day,escape-exoticism,Not.spirituality,Not.healthy,Not.diuretic,friendliness,Not.iron absorption,Not.feminine,sophisticated,No.slimming,exciting,relaxing,effect on health
breakfast,tea time,evening,Not.lunch,Not.dinner,Not.always,home,Not.work,tearoom,friends,resto,Not.pub,Earl Grey,alone,No.sugar,tea bag,chain store,p_variable,31,F,other worker,sportsman,25-34,+2/day,escape-exoticism,spirituality,Not.healthy,Not.diuretic,friendliness,Not.iron absorption,Not.feminine,sophisticated,No.slimming,No.exciting,relaxing,effect on health
breakfast,tea time,Not.evening,Not.lunch,Not.dinner,always,home,Not.work,tearoom,friends,Not.resto,pub,Earl Grey,milk,sugar,unpackaged,tea shop,p_variable,47,F,non-worker,Not.sportsman,45-59,+2/day,Not.escape-exoticism,Not.spirituality,healthy,diuretic,friendliness,Not.iron absorption,feminine,sophisticated,No.slimming,No.exciting,No.relaxing,effect on health
Not.breakfast,tea time,evening,Not.lunch,Not.dinner,always,home,Not.work,tearoom,Not.friends,Not.resto,Not.pub,black,alone,No.sugar,tea bag,chain store,p_upscale,27,M,other worker,Not.sportsman,25-34,1 to 2/week,escape-exoticism,spirituality,healthy,Not.diuretic,friendliness,Not.iron absorption,feminine,sophisticated,No.slimming,exciting,relaxing,effect on health
breakfast,Not.tea time,evening,lunch,Not.dinner,Not.always,home,Not.work,Not.tearoom,friends,resto,Not.pub,Earl Grey,milk,sugar,tea bag,chain store+tea shop,p_cheap,60,M,non-worker,sportsman,+60,3 to 6/week,Not.escape-exoticism,Not.spirituality,healthy,diuretic,friendliness,Not.iron absorption,Not.feminine,sophisticated,slimming,No.exciting,No.relaxing,No.effect on health
breakfast,Not.tea time,Not.evening,Not.lunch,Not.dinner,Not.always,home,work,Not.tearoom,Not.friends,resto,pub,Earl Grey,milk,No.sugar,tea bag,chain store,p_unknown,34,M,senior,sportsman,25-34,1/day,Not.escape-exoticism,Not.spirituality,healthy,diuretic,friendliness,Not.iron absorption,Not.feminine,sophisticated,slimming,exciting,No.relaxing,effect on health
Not.breakfast,tea time,Not.evening,Not.lunch,Not.dinner,always,home,Not.work,Not.tearoom,Not.friends,Not.resto,Not.pub,Earl Grey,alone,No.sugar,tea bag+unpackaged,chain store,p_variable,21,F,student,sportsman,15-24,+2/day,Not.escape-exoticism,Not.spirituality,Not.healthy,diuretic,friendliness,iron absorption,feminine,sophisticated,No.slimming,exciting,No.relaxing,No.effect on health
Not.breakfast,tea time,evening,Not.lunch,Not.dinner,Not.always,home,Not.work,Not.tearoom,friends,Not.resto,Not.pub,Earl Grey,lemon,sugar,tea bag,chain store,p_cheap,72,F,non-worker,Not.sportsman,+60,1 to 2/week,escape-exoticism,spirituality,healthy,diuretic,friendliness,Not.iron absorption,feminine,sophisticated,slimming,exciting,relaxing,No.effect on health
breakfast,Not.tea time,Not.evening,lunch,Not.dinner,Not.always,home,Not.work,Not.tearoom,friends,Not.resto,Not.pub,Earl Grey,milk,sugar,tea bag,chain store,p_branded,53,F,non-worker,sportsman,45-59,+2/day,escape-exoticism,spirituality,healthy,diuretic,friendliness,Not.iron absorption,feminine,sophisticated,slimming,exciting,relaxing,No.effect on health
Not.breakfast,tea time,Not.evening,Not.lunch,Not.dinner,always,home,work,Not.tearoom,friends,resto,Not.pub,Earl Grey,milk,sugar,tea bag,chain store,p_unknown,32,F,other worker,sportsman,25-34,1/day,Not.escape-exoticism,Not.spirituality,healthy,Not.diuretic,friendliness,Not.iron absorption,feminine,Not.sophisticated,No.slimming,exciting,No.relaxing,No.effect on health
Not.breakfast,tea time,evening,lunch,Not.dinner,Not.always,home,Not.work,tearoom,friends,Not.resto,pub,Earl Grey,alone,No.sugar,tea bag+unpackaged,chain store+tea shop,p_variable,50,F,senior,sportsman,45-59,+2/day,escape-exoticism,spirituality,healthy,diuretic,friendliness,iron absorption,feminine,Not.sophisticated,No.slimming,No.exciting,No.relaxing,No.effect on health
Not.breakfast,tea time,Not.evening,Not.lunch,Not.dinner,Not.always,home,Not.work,Not.tearoom,friends,Not.resto,Not.pub,green,milk,No.sugar,tea bag,chain store,p_variable,68,F,non-worker,sportsman,+60,1 to 2/week,Not.escape-exoticism,spirituality,healthy,diuretic,friendliness,iron absorption,feminine,sophisticated,No.slimming,No.exciting,relaxing,effect on health
breakfast,tea time,evening,Not.lunch,Not.dinner,always,home,Not.work,tearoom,friends,Not.resto,Not.pub,green,milk,No.sugar,tea bag+unpackaged,tea shop,p_upscale,50,M,senior,sportsman,45-59,+2/day,escape-exoticism,spirituality,Not.healthy,diuretic,friendliness,Not.iron absorption,Not.feminine,sophisticated,No.slimming,exciting,relaxing,effect on health
Not.breakfast,Not.tea time,Not.evening,Not.lunch,Not.dinner,always,home,Not.work,Not.tearoom,friends,resto,Not.pub,Earl Grey,alone,sugar,tea bag,chain store,p_variable,36,F,other worker,Not.sportsman,35-44,1 to 2/week,escape-exoticism,spirituality,Not.healthy,diuretic,friendliness,Not.iron absorption,feminine,sophisticated,No.slimming,exciting,No.relaxing,effect on health
breakfast,tea time,Not.evening,Not.lunch,Not.dinner,always,home,Not.work,Not.tearoom,friends,Not.resto,Not.pub,black,lemon,sugar,tea bag,tea shop,p_upscale,73,F,non-worker,Not.sportsman,+60,+2/day,Not.escape-exoticism,Not.spirituality,Not.healthy,diuretic,friendliness,Not.iron absorption,feminine,sophisticated,slimming,No.exciting,relaxing,effect on health
breakfast,Not.tea time,Not.evening,Not.lunch,Not.dinner,Not.always,home,Not.work,Not.tearoom,Not.friends,Not.resto,Not.pub,black,milk,sugar,tea bag,chain store,p_private label,41,M,employee,sportsman,35-44,1/day,Not.escape-exoticism,Not.spirituality,healthy,diuretic,friendliness,Not.iron absorption,Not.feminine,sophisticated,No.slimming,No.exciting,relaxing,No.effect on health
